"","X49041_Reb_TAM","X49041_Reb_TC","X49059_Reb_TAM","X49059_Reb_TC","X49827_Reb_TAM","X49827_Reb_TC","X49849_Reb_TAM","X49849_Reb_TC","X49823_EP_TAM","X49823_EP_TC","X49825_EP_TAM","X49825_EP_TC","X49830_EP_TAM","X49830_EP_TC","X49831_EP_TAM","X49831_EP_TC","X49843_EP_TAM","X49843_EP_TC","X49845_EP_TAM","X49845_EP_TC","X54359_Veh_TAM","X54359_Veh_TC","X54363_Veh_TAM","X54363_Veh_TC","X57098_Veh_TAM","X57098_Veh_TC","X57682_Veh_TAM","X57682_Veh_TC","X64247_Veh_TAM","X64247_Veh_TC"
"Rgs20",6,128,12,536,10,250,4,614,42,120,14,158,8,42,20,76,14,118,36,164,1,610,0,733,7,1190,18,951,28,929
"Sntg1",4,358,0,362,6,284,0,242,4,26,2,16,2,22,6,12,0,18,0,26,31,336,1,350,1,438,4,613,14,47
"3110035E14Rik",158,6204,298,13550,188,3124,278,12476,82,370,42,412,40,218,8,264,52,1278,82,246,138,11557,83,5528,121,17443,118,15555,107,12525
"Eya1",0,1792,36,780,18,400,22,918,2,30,4,146,4,74,0,66,2,116,12,168,9,609,4,199,2,1202,18,2285,13,544
"B3gat2",16,658,32,594,30,452,20,944,56,22,32,28,54,28,16,20,14,110,14,12,23,847,45,460,15,1321,31,1107,19,457
"Col19a1",4,1198,40,4778,6,758,48,4788,18,4,4,8,2,10,2,2,10,230,2,4,7,730,53,273,19,4579,6,4538,98,2006
"Bai3",54,930,16,1024,18,288,2,1034,4,72,0,30,4,10,14,38,12,100,0,84,1,92,14,203,6,1296,5,1341,22,584
"Gm20172",0,44,0,60,6,86,0,38,4,14,2,10,2,10,2,6,4,8,4,10,0,36,5,26,1,116,1,97,0,8
"Khdrbs2",4,354,2,158,6,102,2,192,2,20,2,20,0,2,0,8,0,32,0,14,3,151,0,140,1,231,0,309,4,82
"2010300C02Rik",26,46,10,46,36,138,36,24,108,144,88,134,66,62,70,40,50,64,96,86,15,277,28,199,41,156,27,201,21,76
"Lonrf2",0,150,6,164,20,206,12,338,10,6,14,78,0,110,4,54,6,16,16,38,5,225,1,40,2,444,2,577,14,169
"Il1rl2",680,138,784,56,644,36,774,94,378,22,338,28,392,8,152,14,296,20,570,2,486,5,379,1,1422,26,1159,3,320,2
"2900092D14Rik",0,332,22,1222,2,224,0,1090,10,62,2,46,0,24,0,48,0,86,10,98,0,625,3,260,11,1669,2,1832,0,576
"1500015O10Rik",80,184,32,14,12,140,0,24,10,6558,16,4780,6,1656,6,1756,10,308,32,17478,0,50,0,4,5,131,1,11,6,71
"Myo1b",36,1164,120,572,158,86,448,534,508,26,250,48,408,22,286,26,256,32,418,102,153,100,114,234,301,334,343,305,265,259
"Stk17b",972,852,1578,378,248,2902,1332,596,206,3004,74,3660,126,1366,194,1830,220,88,180,70,400,319,655,373,1351,574,1833,629,954,514
"Pgap1",428,1836,438,836,706,228,544,2200,352,92,352,172,374,50,232,40,390,154,430,30,517,437,319,215,1059,1727,724,1931,529,1010
"Sgol2",90,592,40,898,78,116,54,908,318,128,236,72,134,32,120,14,140,94,344,18,14,443,130,453,275,578,200,680,176,477
"Icos",182,12,84,10,86,1672,140,48,38,664,28,830,54,272,38,722,28,8,30,8,183,6,17,6,110,4,72,1,21,2
"Adam23",54,590,44,1122,20,206,40,724,12,142,18,162,10,74,2,72,2,88,22,126,1,100,5,94,16,251,2,255,31,158
"Klf7",356,544,616,450,78,154,254,712,90,54,46,62,26,74,20,70,16,58,62,30,93,112,164,93,417,634,414,636,185,224
"2810408I11Rik",38,38,30,48,20,28,36,102,28,12,38,6,2,32,22,6,38,6,24,14,24,32,58,67,96,107,69,68,80,133
"Fn1",22130,11894,24394,5202,936,378,14428,2324,786,1686,118,2146,82,2426,132,1910,796,432,142,1130,13094,1834,9231,3849,15655,2109,56590,1825,28243,2130
"Stk36",32,174,40,118,42,42,60,144,20,52,6,14,22,16,16,48,32,2,14,106,101,125,82,41,68,244,99,208,60,23
"Tuba4a",586,60,1066,32,196,956,466,24,302,1924,144,1558,204,840,186,952,188,330,288,2034,638,784,636,1829,830,435,532,439,912,258
"Tmem198",0,168,0,122,0,36,0,132,0,84,0,12,0,16,2,6,0,2,26,4,0,46,3,7,0,47,1,60,0,92
"Dner",36,1014,30,790,16,468,0,1318,36,198,6,130,10,2,4,90,10,202,22,290,5,787,11,301,10,1464,25,2673,16,1108
"Htr2b",182,10,188,8,26,12,296,6,14,0,8,0,18,2,6,2,18,0,6,2,46,1,31,17,69,24,140,21,208,5
"B3gnt7",436,8,628,56,240,0,744,78,86,0,80,6,82,10,66,42,172,16,160,10,862,66,492,23,368,70,629,55,948,75
"Efhd1",12,26,40,4,2,56,30,8,18,190,2,128,44,56,0,110,18,80,22,152,29,168,35,56,10,48,9,37,1,80
"Kcnj13",204,316,48,54,22,206,10,12,70,8096,44,5316,16,962,12,1760,12,252,34,22658,2,1,29,3,13,91,8,27,0,67
"Hjurp",92,258,40,198,58,46,36,290,106,10,74,50,100,28,72,22,96,52,114,10,96,153,161,203,316,392,201,540,173,190
"Sh3bp4",226,3318,216,1602,204,290,170,2078,162,50,140,124,92,24,62,22,172,304,142,208,56,1565,163,724,163,3671,79,3093,160,2593
"Col6a3",1648,1878,318,612,244,44,438,330,42,0,64,26,30,4,4,34,80,12,14,4,332,43,297,45,266,49,290,95,248,29
"Per2",204,172,272,218,208,140,220,160,36,82,84,134,16,108,112,46,48,38,68,64,50,354,38,220,150,576,212,653,180,63
"Gpc1",150,1488,250,1308,56,480,54,1740,26,154,8,392,20,162,8,138,8,152,10,302,71,683,42,438,53,1538,132,1880,96,1351
"Neu4",188,2152,50,260,12,514,48,1494,6,46,12,70,0,30,0,132,0,172,0,46,54,1432,1,248,10,999,9,2029,3,501
"Pam",72,1392,50,982,20,220,88,882,36,386,14,364,2,130,12,204,16,196,34,680,22,542,12,413,26,943,52,1014,79,548
"Cdh20",12,936,38,1350,0,328,18,1394,8,58,0,6,0,10,2,44,0,76,12,46,10,274,0,38,6,872,5,1105,8,986
"Cdh19",50,1622,28,270,2,196,8,902,16,62,0,98,2,8,0,34,0,24,12,32,1,168,10,108,9,783,6,1184,19,287
"Tfcp2l1",4,32,4,16,0,144,0,18,6,238,40,402,32,162,0,332,4,142,14,292,8,114,15,184,19,277,8,174,41,68
"Inhbb",4,216,0,160,0,56,6,184,0,30,2,30,0,8,0,2,0,2,2,8,0,154,1,143,2,155,0,190,1,299
"Steap3",336,1534,346,734,78,74,174,594,140,62,138,122,36,72,84,58,204,2,186,72,202,4,332,157,433,810,400,477,501,340
"Lypd1",0,108,0,18,0,44,0,30,0,4,0,4,0,4,2,12,0,14,0,6,6,60,0,41,2,40,0,56,0,8
"Tmem163",4,236,16,44,14,82,18,98,0,26,0,32,14,6,0,6,12,48,16,24,48,165,0,68,13,54,4,223,3,21
"Cd55",88,42,180,4,8,72,76,22,2,602,2,858,4,156,4,116,8,44,4,1128,10,2,1,12,30,64,67,42,47,3
"Ikbke",384,14,528,22,408,208,920,62,34,198,4,266,24,132,20,200,94,6,16,56,373,3,292,19,508,108,1025,39,309,40
"Fam72a",14,26,32,32,40,8,40,56,98,28,166,20,68,4,48,14,104,10,86,20,68,16,107,72,169,37,77,24,41,44
"5430435G22Rik",742,242,1040,130,506,194,1560,52,74,126,294,230,76,28,162,74,350,36,184,64,742,168,740,131,1309,218,1920,113,1318,39
"Nfasc",448,3072,262,3614,62,938,424,2418,16,196,6,226,42,150,18,96,28,242,6,570,10,851,24,684,29,2802,10,3734,24,771
"Lrrn2",4,568,30,1344,10,226,12,1248,6,42,2,54,0,18,4,40,2,94,0,292,0,485,1,106,7,875,2,980,0,577
"Ptpn7",1106,24,1740,2,40,916,496,44,8,1350,8,904,38,378,4,718,16,2,36,2,82,99,321,4,714,18,1126,17,415,94
"Nav1",580,5426,590,7390,224,1770,474,7756,144,172,124,166,126,140,46,142,188,614,156,54,321,3351,327,1552,354,7056,538,10907,338,3185
"Aspm",166,2680,82,2486,118,224,72,3532,718,92,572,90,596,58,348,82,304,342,744,38,24,1030,230,601,453,1802,206,2693,349,2152
"Rgs18",1092,0,1346,0,32,16,372,0,8,30,40,68,20,0,14,12,6,2,30,2,46,2,3,0,234,13,536,4,138,4
"Fam5c",52,7482,46,2880,20,804,22,3684,16,106,2,42,2,54,10,124,0,482,4,68,2,2013,5,419,13,7034,17,7575,18,1951
"E330020D12Rik",132,144,116,56,66,58,36,190,266,20,196,34,162,18,154,16,116,18,206,12,77,12,194,21,117,156,126,65,99,58
"Cacna1e",8,148,26,136,40,98,32,130,48,20,54,50,76,10,0,16,28,18,22,18,12,66,5,219,20,185,0,403,33,30
"Tnr",184,7710,54,3530,22,1348,162,6996,32,68,2,78,0,68,4,66,6,428,2,32,23,2080,18,361,33,4074,8,8939,47,2763
"Sell",1084,4,1808,12,98,522,346,80,108,332,2,974,30,68,12,176,12,12,48,36,66,11,22,8,1442,6,793,24,129,97
"F5",3254,178,4152,32,146,80,970,14,22,3588,12,1984,18,354,0,680,0,144,12,7756,68,1,0,9,758,39,1045,18,327,3
"Mpzl1",284,8824,196,4824,20,1480,306,5584,36,102,32,224,22,64,26,172,54,328,34,84,44,1859,83,783,24,2992,34,2527,87,4196
"Uck2",36,82,86,220,14,44,20,286,16,30,54,42,12,16,24,12,22,18,80,28,25,105,37,117,22,240,51,241,52,244
"Rxrg",280,10,210,2,862,110,1662,22,102,102,102,162,106,12,68,32,294,126,102,236,766,594,323,696,424,71,593,164,152,149
"Nuf2",246,1030,34,1786,176,136,144,2064,374,90,398,56,246,46,252,64,400,124,758,44,78,465,342,391,1018,1536,779,2248,636,1578
"Gm7694",22,64,32,134,98,76,54,86,96,24,36,20,134,2,32,2,50,36,114,40,61,117,76,101,75,144,176,247,74,94
"Nos1ap",12,6,10,50,12,20,28,64,62,10,48,10,40,32,14,22,34,26,58,8,38,95,27,12,39,53,56,73,19,7
"Olfml2b",302,284,206,774,456,78,902,704,778,14,576,60,496,32,444,94,546,162,1086,22,1312,229,1529,120,2566,1465,2250,1138,1030,654
"1700009P17Rik",50,46,32,14,142,48,58,12,42,446,44,232,86,102,70,148,36,56,30,1460,121,0,67,115,116,49,108,58,80,77
"Pcp4l1",66,160,34,50,26,194,2,60,38,2964,24,2090,32,534,26,780,50,176,84,6710,4,666,31,897,15,144,40,316,20,158
"Fcer1g",19962,48,16100,22,19790,1020,29758,44,17810,658,20710,1452,14566,790,15298,1524,20850,2592,19080,946,32223,757,32229,1491,31262,905,33598,216,33909,1448
"Adamts4",82,1328,130,838,2,200,56,558,26,80,2,62,20,32,14,76,10,2,6,32,20,218,19,140,25,267,15,311,36,132
"Pvrl4",898,102,810,210,814,60,1092,196,844,48,580,26,764,10,476,14,502,40,746,4,1649,820,1196,578,2051,582,1777,1030,1322,325
"F11r",12526,66,6302,42,10928,234,10084,8,16120,1062,15124,590,15576,298,13342,824,12044,1066,19710,1808,24835,671,23529,744,25420,495,32754,212,15574,526
"Cd244",1034,0,2912,6,278,124,1148,0,324,134,146,200,92,0,122,94,282,90,136,0,902,3,1964,219,3018,70,5315,25,3963,140
"Vangl2",94,264,68,396,24,80,52,360,52,14,22,70,58,10,78,18,60,16,34,18,184,108,151,115,90,241,93,323,124,229
"Slamf9",2366,2,2880,14,3512,98,6374,4,5998,176,8024,350,2984,104,4112,356,6044,660,10280,372,8143,106,8617,119,5400,141,5532,47,5843,126
"Cadm3",2,102,10,90,8,32,6,120,4,8,0,8,2,6,0,12,4,12,6,6,8,113,9,46,0,60,0,112,5,59
"Pydc3",52,0,180,8,34,874,54,2,22,722,44,1028,16,460,8,620,26,6,28,0,28,70,33,6,371,0,328,13,28,1
"Mndal",290,60,404,82,68,808,156,70,64,604,16,932,12,442,8,240,16,2,8,4,61,4,59,30,645,26,618,25,144,26
"Ifi203",274,174,484,70,34,730,70,44,48,734,32,850,12,470,2,368,8,8,16,4,85,52,80,121,623,16,646,26,188,13
"Ifi205",176,0,668,2,40,6,78,0,56,0,32,0,12,0,10,0,4,2,6,0,80,0,62,27,936,8,602,3,478,20
"Rgs7",0,158,2,308,0,180,0,340,0,26,0,2,20,136,4,30,2,94,0,70,0,362,3,210,2,346,0,388,13,312
"Exo1",116,268,54,406,30,96,92,660,174,44,254,72,22,42,156,8,216,34,372,6,37,94,344,344,366,755,269,667,373,332
"Enah",94,382,88,252,24,342,32,490,38,180,22,108,6,64,22,50,2,110,18,250,10,332,7,400,12,551,12,953,4,382
"1700047M11Rik",10,102,2,48,0,38,6,92,0,18,8,4,0,10,0,18,10,10,6,12,0,140,0,0,1,46,1,148,3,20
"Capn2",574,1082,742,1618,150,1094,612,1312,122,1286,96,1506,62,538,58,752,82,504,226,854,163,1520,195,2223,346,1363,952,1357,395,938
"Susd4",24,1802,60,1652,34,510,46,1530,24,94,42,140,12,180,24,80,8,158,14,52,45,1577,2,672,7,2266,4,2666,11,1412
"Kcnk2",2,1734,26,1878,26,670,28,2304,12,152,18,284,0,48,4,84,2,170,30,116,2,1639,11,900,11,3892,10,4175,14,944
"Cenpf",360,2796,60,3284,778,466,428,4590,1782,210,1164,236,1520,90,546,112,712,516,1330,20,179,1448,419,1955,1206,2825,806,4578,584,3293
"Prox1",68,528,46,402,134,108,86,494,132,16,82,10,114,48,84,18,12,80,62,32,85,91,139,130,100,693,100,532,71,505
"Nsl1",238,392,36,324,116,112,60,414,398,88,356,68,158,8,166,52,204,18,400,14,99,77,431,150,687,661,403,499,370,563
"Dtl",446,488,70,852,52,258,268,1466,676,186,934,68,164,16,246,138,646,106,1562,38,90,292,334,387,942,1891,750,1555,359,408
"Nek2",44,400,8,536,108,112,28,606,162,4,146,30,192,2,102,4,136,68,364,26,30,311,147,250,344,383,160,449,350,549
"Hhat",284,72,76,60,88,18,122,92,124,52,28,34,92,2,68,14,100,2,188,16,202,27,203,30,314,163,196,133,121,91
"Akap12",68,2172,194,12036,98,1856,142,12942,50,1080,26,1138,34,1344,32,962,36,628,20,228,105,5063,78,6263,120,10100,133,16823,133,5234
"Rmnd1",18,28,24,20,20,6,24,16,34,6,34,14,14,4,10,6,4,2,22,6,39,26,26,4,41,25,34,29,32,21
"Syne1",2616,1514,3844,810,176,680,804,674,44,902,66,674,106,198,24,310,14,152,48,464,46,567,128,894,600,864,547,1169,324,174
"Ulbp1",50,46,2,42,34,18,50,112,118,18,70,34,32,6,24,6,88,8,152,6,39,2,66,0,87,36,55,45,28,0
"Lrp11",40,240,32,252,24,118,66,338,18,42,4,52,32,52,10,42,18,42,32,38,41,195,24,228,21,427,13,485,22,286
"Zc3h12d",58,0,138,0,46,188,54,20,14,282,18,118,22,46,4,74,6,10,2,2,57,0,72,3,83,0,339,2,254,55
"9130014G24Rik",42,26,46,4,32,18,186,8,46,0,12,0,16,0,10,2,16,0,12,0,126,1,38,3,207,13,795,72,99,0
"Stx11",242,88,316,24,36,98,152,30,18,152,8,132,12,20,18,104,44,2,24,28,17,2,36,26,171,29,107,21,89,8
"D10Bwg1379e",4,234,4,246,0,114,6,144,0,16,4,34,0,14,0,10,0,12,0,16,25,73,1,250,4,231,4,403,26,104
"Perp",108,132,218,6,42,226,38,18,34,1714,22,2052,60,1246,54,1408,96,234,36,3098,127,118,75,411,103,239,198,31,129,195
"Fam54a",22,54,4,108,6,14,6,88,34,8,30,2,44,0,12,6,38,10,36,0,20,89,55,39,75,93,43,98,43,60
"Pde7b",54,248,32,296,32,172,2,330,22,68,2,46,4,10,2,66,0,36,18,56,2,226,7,467,45,353,66,458,6,137
"1700020N01Rik",6,0,12,0,38,0,16,0,56,0,62,0,36,0,44,12,84,8,64,0,45,0,62,0,58,3,104,0,20,15
"Snord100",4,8,28,16,16,14,20,18,6,10,16,6,12,8,10,4,12,2,12,2,0,6,4,4,13,18,12,12,4,6
"Enpp1",1124,2538,686,1876,526,172,918,866,226,228,200,138,132,106,210,104,418,34,376,28,765,28,830,13,1248,421,1970,281,1375,153
"Arg1",19448,34,14394,52,1218,78,3224,24,30,46,10,52,18,14,8,24,24,6,18,8,466,19,353,44,1485,79,5352,58,2852,137
"Rspo3",4,28,0,4,0,62,0,10,12,494,8,916,0,754,2,472,0,146,0,284,2,32,1,13,3,155,0,25,11,5
"Lama4",68,3438,66,3680,8,232,32,2704,6,56,0,104,4,78,0,46,6,42,2,26,10,898,14,724,5,2670,5,2219,31,1314
"Fyn",1190,5204,956,3320,212,3538,684,5586,94,1668,120,1276,64,776,90,732,134,1018,92,346,293,3312,241,2340,221,4480,365,6700,202,4498
"Wasf1",16,1848,26,668,14,530,30,1030,16,118,4,52,6,60,20,62,2,190,42,98,21,760,33,690,6,1521,4,1510,7,931
"Ppil6",22,10,2,6,4,14,2,6,0,46,0,30,0,8,6,20,0,28,6,136,0,20,0,6,5,38,7,30,0,5
"Scml4",18,690,90,2160,36,390,26,2482,16,226,12,424,4,112,4,144,4,12,2,4,7,481,8,468,13,3439,66,1677,76,497
"Bend3",10,100,36,172,54,78,96,242,94,46,82,6,54,8,36,24,82,8,96,2,30,56,113,36,124,269,58,260,19,260
"Cd24a",5686,548,8220,300,286,614,1890,1118,42,572,26,368,32,140,6,316,14,94,28,88,343,406,73,1102,1158,244,1673,186,871,529
"Aim1",194,74,454,66,158,452,100,90,50,1152,34,372,48,274,52,418,56,16,62,68,9,67,31,154,285,90,135,40,75,45
"Grik2",12,1640,2,874,8,238,32,1062,6,64,2,44,0,2,2,28,20,62,6,2,6,533,7,273,3,1076,0,1160,17,150
"Gp49a",1032,0,2718,0,148,330,718,2,96,666,20,80,90,74,24,216,26,12,42,2,60,1,129,32,1277,18,1921,22,413,63
"Lilrb4",3458,8,8914,32,1812,282,5870,6,330,668,464,250,124,96,206,268,828,32,312,0,922,80,775,6,5489,91,6784,51,2249,64
"Slc35f1",4,2292,32,1918,2,388,80,2116,8,284,10,138,2,42,0,78,2,104,0,236,5,665,2,181,11,1469,8,1730,31,685
"Lrrc20",114,176,92,212,80,90,108,218,52,36,42,66,6,82,16,24,40,6,96,10,193,243,147,42,91,226,111,268,118,13
"Aifm2",640,146,562,166,306,106,250,102,114,130,100,148,70,140,54,72,46,38,94,222,133,98,150,79,411,368,644,387,441,130
"H2afy2",22,662,26,874,34,286,28,996,14,62,0,78,8,46,2,46,22,160,4,60,27,549,23,383,23,578,30,489,31,1432
"Lrrtm3",12,2750,4,5794,22,720,18,4956,34,40,0,104,4,72,28,32,0,192,2,44,7,2789,19,965,19,6643,11,8298,23,2925
"Tmem26",1580,104,780,164,434,68,374,334,20,2,16,2,12,0,2,2,14,2,16,0,68,236,39,0,76,350,53,838,40,416
"Ank3",122,2664,124,3260,48,1364,104,2598,94,300,44,336,32,206,18,140,6,258,16,436,40,1526,13,788,33,4298,15,4786,64,1276
"Slc16a9",10,66,18,28,56,36,8,56,4,828,4,688,4,498,6,278,20,144,8,1330,36,3,30,3,17,288,15,14,50,41
"Fam13c",36,642,48,552,38,342,46,864,20,152,14,124,8,90,6,106,10,120,22,174,19,534,17,455,5,1071,3,977,21,574
"Pcdh15",16,5858,36,4134,68,1626,22,6220,26,30,14,32,0,80,4,40,10,548,6,14,73,2807,41,987,24,6947,9,10124,68,2564
"Derl3",36,44,102,34,50,0,36,4,22,14,6,18,2,2,12,14,6,22,62,38,47,54,41,29,41,32,37,17,45,41
"Chchd10",110,76,114,16,32,268,16,16,32,2296,58,1476,40,440,36,490,18,278,64,4780,38,540,25,743,1,25,18,22,62,143
"Col18a1",56,4944,128,4252,12,254,20,2778,2,352,6,42,0,52,0,54,2,84,14,594,18,1277,7,333,61,2266,10,2100,76,5131
"Apc2",54,1430,38,892,4,288,12,864,10,32,4,52,16,26,0,46,2,54,40,76,8,505,20,302,15,701,8,1035,10,511
"Lmnb2",310,442,142,498,212,80,166,606,202,86,220,170,72,2,84,36,188,70,394,40,273,195,472,151,361,521,216,540,378,300
"Gadd45b",126,96,454,68,48,96,98,66,16,94,8,116,10,112,8,82,16,32,18,26,84,139,152,29,89,105,102,78,363,196
"Pias4",170,272,236,276,160,72,168,244,126,142,94,54,106,2,70,16,122,84,112,54,243,179,260,77,265,295,199,171,298,293
"Atcay",72,1862,48,1312,16,310,24,1266,14,76,8,14,22,14,0,44,8,130,42,46,44,1390,12,907,11,2658,6,2453,21,1790
"Tle6",36,324,50,524,8,232,72,890,4,26,24,116,8,32,0,26,0,80,12,42,50,797,30,588,17,1004,13,826,37,462
"Zfp781",4,34,2,16,10,18,18,36,6,2,10,20,22,2,6,8,2,8,6,12,1,2,4,1,25,37,8,31,6,13
"Hcfc2",374,942,472,912,112,302,262,792,26,230,68,290,128,122,52,176,66,108,122,216,315,488,252,267,500,1220,697,1066,355,794
"Slc41a2",82,346,98,1414,6,162,84,872,16,180,0,90,0,2,0,52,4,46,0,148,16,406,18,81,37,1338,43,1742,95,652
"Aldh1l2",98,3034,122,2156,40,648,168,2638,140,110,116,120,78,60,154,16,86,94,264,2,85,619,113,814,456,3380,306,4960,361,1511
"Ascl4",28,20,4,0,44,14,4,12,84,24,162,4,136,4,104,18,72,10,138,10,1,45,9,5,7,13,11,21,6,11
"Syn3",70,454,34,184,40,102,20,344,48,52,16,6,14,18,20,20,6,42,56,68,9,215,38,49,41,391,35,449,47,294
"BC030307",20,192,2,66,12,82,10,102,24,26,0,64,28,4,20,24,20,10,64,42,10,34,4,160,24,115,31,232,12,35
"Igf1",8860,156,4620,102,4792,110,6176,30,92,44,132,42,86,138,128,68,1302,102,88,82,1115,29,284,84,877,29,2141,42,1091,60
"Tyms-ps",22,24,10,24,12,10,20,36,14,8,12,12,6,4,6,2,20,6,28,8,23,26,48,41,43,62,39,42,56,57
"4930547N16Rik",60,318,0,308,72,56,24,382,126,52,70,62,102,8,28,48,52,48,164,2,8,93,166,237,346,391,289,486,208,448
"Ano4",56,470,0,180,8,88,16,176,4,18,2,38,0,46,2,24,2,16,0,84,2,95,0,10,0,262,3,391,19,63
"Gas2l3",946,1630,852,1478,1036,124,950,1528,666,54,860,54,636,14,426,92,558,152,864,32,1065,452,536,655,1797,1290,1768,1577,738,1215
"Anks1b",82,4484,78,5188,82,2196,66,5572,44,336,20,272,30,98,20,210,8,790,32,212,54,3018,38,1788,57,8105,38,7488,94,3978
"Mir1931",2,16,2,10,4,18,2,10,18,6,10,0,6,16,8,10,6,0,14,10,11,24,18,18,6,26,12,25,5,32
"Plxnc1",816,594,698,436,308,386,384,550,78,312,118,508,68,96,92,230,164,118,98,144,94,546,142,137,193,907,277,1200,146,206
"Tmtc2",58,692,28,780,2,104,22,626,0,12,0,64,0,84,24,18,0,18,12,22,31,264,17,39,2,395,2,527,1,106
"Phlda1",28,532,160,4032,28,80,34,1506,8,58,8,32,4,54,14,48,16,18,2,24,49,2082,88,1112,17,2776,40,2004,58,3807
"Kcnmb4",2,72,2,92,0,62,2,174,0,24,6,18,0,8,0,20,2,30,2,12,1,76,0,24,0,45,2,40,0,26
"Lyz1",100,0,62,0,34,4,136,0,8,0,6,0,4,2,8,0,26,0,2,0,112,1,62,1,182,1,144,2,65,19
"Srgap1",66,2164,24,556,10,356,0,500,14,78,8,102,0,32,0,34,2,168,10,44,10,507,4,268,8,680,6,736,12,202
"Fam19a2",30,738,28,594,2,202,16,568,60,22,88,42,40,2,72,12,12,40,70,38,10,303,3,80,8,306,17,1020,9,374
"Slc16a7",308,192,228,72,224,82,398,166,204,50,294,50,296,2,132,36,336,2,368,12,207,31,260,0,417,67,266,127,210,111
"Lrig3",40,248,8,20,42,118,16,92,234,24,112,10,144,26,158,40,104,64,206,62,18,26,24,29,37,105,12,74,5,57
"Nab2",216,224,248,484,190,68,160,402,124,14,150,62,130,76,100,34,116,22,228,24,353,514,480,371,156,528,94,299,204,578
"Zbtb39",34,72,12,58,18,22,30,128,92,64,42,44,92,34,90,10,44,10,90,12,62,77,61,70,68,69,46,99,53,90
"Mip",2,38,2,0,2,6,4,8,10,12,8,0,20,0,18,2,18,0,24,0,7,0,13,19,18,9,3,11,5,5
"Timeless",730,1048,310,828,192,396,406,1558,462,46,770,116,110,110,342,92,656,112,1232,88,249,512,593,550,1070,1658,719,1584,392,695
"Ikzf4",110,280,50,130,8,174,20,122,10,68,0,92,0,6,0,26,0,24,2,4,5,63,0,15,18,199,12,271,5,61
"Mmp19",82,196,118,148,52,30,118,102,22,14,8,18,14,2,0,8,60,8,30,12,161,157,141,35,506,71,599,65,391,18
"Tmem198b",114,752,206,604,190,148,230,648,182,132,164,70,172,24,126,28,114,32,150,106,546,334,380,106,416,1103,376,993,424,342
"Rdh5",154,156,72,44,34,110,26,20,52,3244,54,2086,42,470,34,498,38,200,68,7786,29,59,48,3,54,94,55,81,0,123
"Itga7",52,222,48,436,0,126,30,1116,2,88,0,54,6,4,0,46,14,8,0,202,6,4,42,40,4,732,4,457,3,682
"Smtn",100,260,30,502,14,70,32,520,32,6,68,8,40,36,38,10,42,10,62,30,42,171,96,261,139,426,80,263,126,571
"Dusp18",70,524,64,718,98,228,86,524,50,394,24,296,30,80,6,176,16,26,60,1006,101,446,50,716,221,1234,239,1357,84,447
"Kremen1",144,226,110,478,144,134,122,378,118,50,162,76,60,40,34,32,114,12,98,68,167,361,284,32,157,266,112,396,167,279
"Nacad",0,260,36,212,0,124,8,258,4,8,0,6,0,20,4,6,0,20,2,52,1,197,0,115,1,190,0,237,18,225
"Igfbp3",14,582,36,3296,16,372,44,7554,12,58,14,18,0,88,0,12,2,66,0,10,10,2776,29,1629,17,3229,12,3206,29,3831
"Fignl1",630,804,172,1184,124,332,382,1632,700,358,1032,102,82,12,218,104,648,110,1278,70,165,416,587,452,1196,2029,1067,2124,651,1279
"Meis1",450,1656,532,706,178,322,222,1290,218,68,142,38,90,34,80,14,46,58,202,26,166,577,71,283,277,1543,385,1314,167,485
"Acyp2",48,278,20,208,36,196,36,202,40,386,26,250,10,94,6,114,8,110,14,538,50,397,24,451,44,382,30,354,29,262
"Sh3pxd2b",1140,704,1740,1460,648,264,1186,2132,226,100,180,18,188,56,110,62,362,36,228,124,716,623,892,659,468,820,772,878,923,1008
"Fam196b",212,564,194,1572,66,242,182,774,260,134,140,174,274,30,94,18,162,62,264,26,72,847,181,211,227,1409,167,1727,39,932
"Ccdc99",192,188,28,368,78,60,80,356,136,104,218,28,88,24,54,4,126,16,208,24,7,123,121,94,359,226,244,344,292,314
"Odz2",8,96,4,26,4,50,0,184,0,36,6,10,4,26,0,4,0,10,2,30,11,56,6,12,16,92,1,141,11,6
"Hmmr",112,1068,28,1252,198,92,102,1676,762,220,650,36,618,30,324,40,338,110,910,28,38,444,257,506,915,1070,750,1309,682,1029
"Atp10b",8,304,6,56,18,86,4,804,30,0,22,34,24,0,18,4,14,22,28,18,19,46,20,3,22,622,19,265,32,26
"Il12b",76,0,582,0,56,10,192,0,10,0,40,0,14,0,48,4,20,0,18,4,48,0,14,0,105,3,39,0,53,52
"Adam19",2196,958,4064,1570,140,2168,1002,1264,22,2310,2,2214,14,700,28,892,4,70,24,44,147,473,12,137,795,606,1196,1767,278,590
"Cyfip2",1028,6030,1584,3488,234,4106,512,3304,220,3764,182,4012,106,1310,102,2292,42,866,188,1564,299,1950,62,2410,528,5458,616,4968,293,3419
"C030019I05Rik",20,22,0,28,0,24,0,12,2,10,0,10,0,6,2,8,6,14,0,2,12,1,0,35,12,92,3,42,1,56
"Trim7",10,92,12,78,40,28,18,102,32,2,22,14,42,2,22,20,20,18,28,16,27,176,19,113,26,306,19,239,39,203
"Gm12185",82,32,144,24,62,22,110,2,52,8,26,64,40,46,10,18,8,0,50,0,37,0,2,1,866,209,117,3,51,3
